,hobo_stage,hobo_stage_int,stage,r_timestamp,power_q,radius,area,int_or_ext,mannings_q,best_q,source
20441,0.388,0.4497196,0.6714356,11/10/19 17:15,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20442,0.385,0.4467295,0.6684455,11/10/19 17:30,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20443,0.387,0.4487229,0.6704389,11/10/19 17:45,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20444,0.388,0.4497196,0.6714356,11/10/19 18:00,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20445,0.387,0.4487229,0.6704389,11/10/19 18:15,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20446,0.385,0.4467295,0.6684455,11/10/19 18:30,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20447,0.385,0.4467295,0.6684455,11/10/19 18:45,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20448,0.389,0.4507163,0.6724323,11/10/19 19:00,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20449,0.388,0.4497196,0.6714356,11/10/19 19:15,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20450,0.389,0.4507163,0.6724323,11/10/19 19:30,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20451,0.389,0.4507163,0.6724323,11/10/19 19:45,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20452,0.386,0.4477262,0.6694422,11/10/19 20:00,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20453,0.383,0.4447361,0.6664521,11/10/19 20:15,0.34655132,8.3829042,4.698487305,interpolated,2.235167176,0.34655132,measured
20454,0.388,0.4497196,0.6714356,11/10/19 20:30,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20455,0.388,0.4497196,0.6714356,11/10/19 20:45,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20456,0.391,0.4527097,0.6744257,11/10/19 21:00,0.405486522,8.3988514,4.754701185,interpolated,2.264776993,0.405486522,measured
20457,0.389,0.4507163,0.6724323,11/10/19 21:15,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20458,0.388,0.4497196,0.6714356,11/10/19 21:30,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20459,0.387,0.4487229,0.6704389,11/10/19 21:45,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20460,0.388,0.4497196,0.6714356,11/10/19 22:00,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20461,0.389,0.4507163,0.6724323,11/10/19 22:15,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20462,0.39,0.451713,0.673429,11/10/19 22:30,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20463,0.39,0.451713,0.673429,11/10/19 22:45,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20464,0.391,0.4527097,0.6744257,11/10/19 23:00,0.405486522,8.3988514,4.754701185,interpolated,2.264776993,0.405486522,measured
20465,0.395,0.4566965,0.6784125,11/10/19 23:15,0.438307639,8.406825,4.782808125,interpolated,2.279606645,0.438307639,measured
20466,0.392,0.4537064,0.6754224,11/10/19 23:30,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20467,0.396,0.4576932,0.6794092,11/10/19 23:45,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20468,0.394,0.4556998,0.6774158,11/11/19 0:00,0.429879807,8.4048316,4.77578139,interpolated,2.275897687,0.429879807,measured
20469,0.398,0.4596866,0.6814026,11/11/19 0:15,0.464516231,8.4128052,4.80388833,interpolated,2.290739704,0.464516231,measured
20470,0.396,0.4576932,0.6794092,11/11/19 0:30,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20471,0.397,0.4586899,0.6804059,11/11/19 0:45,0.455623302,8.4108118,4.796861595,interpolated,2.287027654,0.455623302,measured
20472,0.398,0.4596866,0.6814026,11/11/19 1:00,0.464516231,8.4128052,4.80388833,interpolated,2.290739704,0.464516231,measured
20473,0.397,0.4586899,0.6804059,11/11/19 1:15,0.455623302,8.4108118,4.796861595,interpolated,2.287027654,0.455623302,measured
20474,0.399,0.4606833,0.6823993,11/11/19 1:30,0.473569353,8.4147986,4.810915065,interpolated,2.294452783,0.473569353,measured
20475,0.398,0.4596866,0.6814026,11/11/19 1:45,0.464516231,8.4128052,4.80388833,interpolated,2.290739704,0.464516231,measured
20476,0.398,0.4596866,0.6814026,11/11/19 2:00,0.464516231,8.4128052,4.80388833,interpolated,2.290739704,0.464516231,measured
20477,0.401,0.4626767,0.6843927,11/11/19 2:15,0.492166798,8.4187854,4.824968535,interpolated,2.301882032,0.492166798,measured
20478,0.399,0.4606833,0.6823993,11/11/19 2:30,0.473569353,8.4147986,4.810915065,interpolated,2.294452783,0.473569353,measured
20479,0.399,0.4606833,0.6823993,11/11/19 2:45,0.473569353,8.4147986,4.810915065,interpolated,2.294452783,0.473569353,measured
20480,0.398,0.4596866,0.6814026,11/11/19 3:00,0.464516231,8.4128052,4.80388833,interpolated,2.290739704,0.464516231,measured
20481,0.4,0.46168,0.683396,11/11/19 3:15,0.482785314,8.416792,4.8179418,interpolated,2.298166893,0.482785314,measured
20482,0.401,0.4626767,0.6843927,11/11/19 3:30,0.492166798,8.4187854,4.824968535,interpolated,2.301882032,0.492166798,measured
20483,0.398,0.4596866,0.6814026,11/11/19 3:45,0.464516231,8.4128052,4.80388833,interpolated,2.290739704,0.464516231,measured
20484,0.4,0.46168,0.683396,11/11/19 4:00,0.482785314,8.416792,4.8179418,interpolated,2.298166893,0.482785314,measured
20485,0.399,0.4606833,0.6823993,11/11/19 4:15,0.473569353,8.4147986,4.810915065,interpolated,2.294452783,0.473569353,measured
20486,0.397,0.4586899,0.6804059,11/11/19 4:30,0.455623302,8.4108118,4.796861595,interpolated,2.287027654,0.455623302,measured
20487,0.396,0.4576932,0.6794092,11/11/19 4:45,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20488,0.396,0.4576932,0.6794092,11/11/19 5:00,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20489,0.396,0.4576932,0.6794092,11/11/19 5:15,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20490,0.397,0.4586899,0.6804059,11/11/19 5:30,0.455623302,8.4108118,4.796861595,interpolated,2.287027654,0.455623302,measured
20491,0.396,0.4576932,0.6794092,11/11/19 5:45,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20492,0.397,0.4586899,0.6804059,11/11/19 6:00,0.455623302,8.4108118,4.796861595,interpolated,2.287027654,0.455623302,measured
20493,0.396,0.4576932,0.6794092,11/11/19 6:15,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20494,0.394,0.4556998,0.6774158,11/11/19 6:30,0.429879807,8.4048316,4.77578139,interpolated,2.275897687,0.429879807,measured
20495,0.396,0.4576932,0.6794092,11/11/19 6:45,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20496,0.393,0.4547031,0.6764191,11/11/19 7:00,0.421601974,8.4028382,4.768754655,interpolated,2.272189758,0.421601974,measured
20497,0.395,0.4566965,0.6784125,11/11/19 7:15,0.438307639,8.406825,4.782808125,interpolated,2.279606645,0.438307639,measured
20498,0.393,0.4547031,0.6764191,11/11/19 7:30,0.421601974,8.4028382,4.768754655,interpolated,2.272189758,0.421601974,measured
20499,0.393,0.4547031,0.6764191,11/11/19 7:45,0.421601974,8.4028382,4.768754655,interpolated,2.272189758,0.421601974,measured
20500,0.392,0.4537064,0.6754224,11/11/19 8:00,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20501,0.392,0.4537064,0.6754224,11/11/19 8:15,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20502,0.393,0.4547031,0.6764191,11/11/19 8:30,0.421601974,8.4028382,4.768754655,interpolated,2.272189758,0.421601974,measured
20503,0.392,0.4537064,0.6754224,11/11/19 8:45,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20504,0.392,0.4537064,0.6754224,11/11/19 9:00,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20505,0.392,0.4537064,0.6754224,11/11/19 9:15,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20506,0.392,0.4537064,0.6754224,11/11/19 9:30,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20507,0.389,0.4507163,0.6724323,11/11/19 9:45,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20508,0.388,0.4497196,0.6714356,11/11/19 10:00,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20509,0.391,0.4527097,0.6744257,11/11/19 10:15,0.405486522,8.3988514,4.754701185,interpolated,2.264776993,0.405486522,measured
20510,0.388,0.4497196,0.6714356,11/11/19 10:30,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20511,0.39,0.451713,0.673429,11/11/19 10:45,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20512,0.39,0.451713,0.673429,11/11/19 11:00,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20513,0.387,0.4487229,0.6704389,11/11/19 11:15,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20514,0.389,0.4507163,0.6724323,11/11/19 11:30,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20515,0.389,0.4507163,0.6724323,11/11/19 11:45,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20516,0.39,0.451713,0.673429,11/11/19 12:00,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20517,0.388,0.4497196,0.6714356,11/11/19 12:15,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20518,0.387,0.4487229,0.6704389,11/11/19 12:30,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20519,0.386,0.4477262,0.6694422,11/11/19 12:45,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20520,0.384,0.4457328,0.6674488,11/11/19 13:00,0.353458282,8.3848976,4.70551404,interpolated,2.238864793,0.353458282,measured
20521,0.386,0.4477262,0.6694422,11/11/19 13:15,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20522,0.385,0.4467295,0.6684455,11/11/19 13:30,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20523,0.384,0.4457328,0.6674488,11/11/19 13:45,0.353458282,8.3848976,4.70551404,interpolated,2.238864793,0.353458282,measured
20524,0.386,0.4477262,0.6694422,11/11/19 14:00,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20525,0.384,0.4457328,0.6674488,11/11/19 14:15,0.353458282,8.3848976,4.70551404,interpolated,2.238864793,0.353458282,measured
20526,0.384,0.4457328,0.6674488,11/11/19 14:30,0.353458282,8.3848976,4.70551404,interpolated,2.238864793,0.353458282,measured
20527,0.385,0.4467295,0.6684455,11/11/19 14:45,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20528,0.385,0.4467295,0.6684455,11/11/19 15:00,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20529,0.387,0.4487229,0.6704389,11/11/19 15:15,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20530,0.386,0.4477262,0.6694422,11/11/19 15:30,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20531,0.385,0.4467295,0.6684455,11/11/19 15:45,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20532,0.387,0.4487229,0.6704389,11/11/19 16:00,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20533,0.385,0.4467295,0.6684455,11/11/19 16:15,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20534,0.389,0.4507163,0.6724323,11/11/19 16:30,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20535,0.389,0.4507163,0.6724323,11/11/19 16:45,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20536,0.386,0.4477262,0.6694422,11/11/19 17:00,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20537,0.388,0.4497196,0.6714356,11/11/19 17:15,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20538,0.389,0.4507163,0.6724323,11/11/19 17:30,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20539,0.388,0.4497196,0.6714356,11/11/19 17:45,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20540,0.389,0.4507163,0.6724323,11/11/19 18:00,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20541,0.39,0.451713,0.673429,11/11/19 18:15,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20542,0.392,0.4537064,0.6754224,11/11/19 18:30,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20543,0.39,0.451713,0.673429,11/11/19 18:45,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20544,0.393,0.4547031,0.6764191,11/11/19 19:00,0.421601974,8.4028382,4.768754655,interpolated,2.272189758,0.421601974,measured
20545,0.387,0.4487229,0.6704389,11/11/19 19:15,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20546,0.388,0.4497196,0.6714356,11/11/19 19:30,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20547,0.385,0.4467295,0.6684455,11/11/19 19:45,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20548,0.389,0.4507163,0.6724323,11/11/19 20:00,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20549,0.389,0.4507163,0.6724323,11/11/19 20:15,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20550,0.388,0.4497196,0.6714356,11/11/19 20:30,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20551,0.39,0.451713,0.673429,11/11/19 20:45,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20552,0.389,0.4507163,0.6724323,11/11/19 21:00,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20553,0.387,0.4487229,0.6704389,11/11/19 21:15,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20554,0.388,0.4497196,0.6714356,11/11/19 21:30,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20555,0.388,0.4497196,0.6714356,11/11/19 21:45,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20556,0.387,0.4487229,0.6704389,11/11/19 22:00,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20557,0.389,0.4507163,0.6724323,11/11/19 22:15,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20558,0.388,0.4497196,0.6714356,11/11/19 22:30,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20559,0.389,0.4507163,0.6724323,11/11/19 22:45,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20560,0.388,0.4497196,0.6714356,11/11/19 23:00,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20561,0.387,0.4487229,0.6704389,11/11/19 23:15,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20562,0.385,0.4467295,0.6684455,11/11/19 23:30,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20563,0.388,0.4497196,0.6714356,11/11/19 23:45,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20564,0.388,0.4497196,0.6714356,11/12/19 0:00,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20565,0.386,0.4477262,0.6694422,11/12/19 0:15,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20566,0.387,0.4487229,0.6704389,11/12/19 0:30,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20567,0.383,0.4447361,0.6664521,11/12/19 0:45,0.34655132,8.3829042,4.698487305,interpolated,2.235167176,0.34655132,measured
20568,0.384,0.4457328,0.6674488,11/12/19 1:00,0.353458282,8.3848976,4.70551404,interpolated,2.238864793,0.353458282,measured
20569,0.383,0.4447361,0.6664521,11/12/19 1:15,0.34655132,8.3829042,4.698487305,interpolated,2.235167176,0.34655132,measured
20570,0.382,0.4437394,0.6654554,11/12/19 1:30,0.339769293,8.3809108,4.69146057,interpolated,2.231470591,0.339769293,measured
20571,0.382,0.4437394,0.6654554,11/12/19 1:45,0.339769293,8.3809108,4.69146057,interpolated,2.231470591,0.339769293,measured
20572,0.384,0.4457328,0.6674488,11/12/19 2:00,0.353458282,8.3848976,4.70551404,interpolated,2.238864793,0.353458282,measured
20573,0.386,0.4477262,0.6694422,11/12/19 2:15,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20574,0.383,0.4447361,0.6664521,11/12/19 2:30,0.34655132,8.3829042,4.698487305,interpolated,2.235167176,0.34655132,measured
20575,0.384,0.4457328,0.6674488,11/12/19 2:45,0.353458282,8.3848976,4.70551404,interpolated,2.238864793,0.353458282,measured
20576,0.382,0.4437394,0.6654554,11/12/19 3:00,0.339769293,8.3809108,4.69146057,interpolated,2.231470591,0.339769293,measured
20577,0.385,0.4467295,0.6684455,11/12/19 3:15,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20578,0.383,0.4447361,0.6664521,11/12/19 3:30,0.34655132,8.3829042,4.698487305,interpolated,2.235167176,0.34655132,measured
20579,0.385,0.4467295,0.6684455,11/12/19 3:45,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20580,0.383,0.4447361,0.6664521,11/12/19 4:00,0.34655132,8.3829042,4.698487305,interpolated,2.235167176,0.34655132,measured
20581,0.383,0.4447361,0.6664521,11/12/19 4:15,0.34655132,8.3829042,4.698487305,interpolated,2.235167176,0.34655132,measured
20582,0.383,0.4447361,0.6664521,11/12/19 4:30,0.34655132,8.3829042,4.698487305,interpolated,2.235167176,0.34655132,measured
20583,0.386,0.4477262,0.6694422,11/12/19 4:45,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20584,0.389,0.4507163,0.6724323,11/12/19 5:00,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20585,0.389,0.4507163,0.6724323,11/12/19 5:15,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20586,0.392,0.4537064,0.6754224,11/12/19 5:30,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20587,0.395,0.4566965,0.6784125,11/12/19 5:45,0.438307639,8.406825,4.782808125,interpolated,2.279606645,0.438307639,measured
20588,0.395,0.4566965,0.6784125,11/12/19 6:00,0.438307639,8.406825,4.782808125,interpolated,2.279606645,0.438307639,measured
20589,0.394,0.4556998,0.6774158,11/12/19 6:15,0.429879807,8.4048316,4.77578139,interpolated,2.275897687,0.429879807,measured
20590,0.393,0.4547031,0.6764191,11/12/19 6:30,0.421601974,8.4028382,4.768754655,interpolated,2.272189758,0.421601974,measured
20591,0.395,0.4566965,0.6784125,11/12/19 6:45,0.438307639,8.406825,4.782808125,interpolated,2.279606645,0.438307639,measured
20592,0.397,0.4586899,0.6804059,11/12/19 7:00,0.455623302,8.4108118,4.796861595,interpolated,2.287027654,0.455623302,measured
20593,0.396,0.4576932,0.6794092,11/12/19 7:15,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20594,0.398,0.4596866,0.6814026,11/12/19 7:30,0.464516231,8.4128052,4.80388833,interpolated,2.290739704,0.464516231,measured
20595,0.398,0.4596866,0.6814026,11/12/19 7:45,0.464516231,8.4128052,4.80388833,interpolated,2.290739704,0.464516231,measured
20596,0.4,0.46168,0.683396,11/12/19 8:00,0.482785314,8.416792,4.8179418,interpolated,2.298166893,0.482785314,measured
20597,0.403,0.4646701,0.6863861,11/12/19 8:15,0.51143728,8.4227722,4.839022005,interpolated,2.3093154,0.51143728,measured
20598,0.404,0.4656668,0.6873828,11/12/19 8:30,0.521331851,8.4247656,4.84604874,interpolated,2.313033628,0.521331851,measured
20599,0.402,0.4636734,0.6853894,11/12/19 8:45,0.501716532,8.4207788,4.83199527,interpolated,2.305598201,0.501716532,measured
20600,0.407,0.4686569,0.6903729,11/12/19 9:00,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20601,0.407,0.4686569,0.6903729,11/12/19 9:15,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20602,0.408,0.4696536,0.6913696,11/12/19 9:30,0.56270599,8.4327392,4.87415568,interpolated,2.327916831,0.56270599,measured
20603,0.409,0.4706503,0.6923663,11/12/19 9:45,0.573513273,8.4347326,4.881182415,interpolated,2.331640205,0.573513273,measured
20604,0.411,0.4726437,0.6943597,11/12/19 10:00,0.595705655,8.4387194,4.895235885,interpolated,2.339090038,0.595705655,measured
20605,0.407,0.4686569,0.6903729,11/12/19 10:15,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20606,0.407,0.4686569,0.6903729,11/12/19 10:30,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20607,0.407,0.4686569,0.6903729,11/12/19 10:45,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20608,0.407,0.4686569,0.6903729,11/12/19 11:00,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20609,0.408,0.4696536,0.6913696,11/12/19 11:15,0.56270599,8.4327392,4.87415568,interpolated,2.327916831,0.56270599,measured
20610,0.407,0.4686569,0.6903729,11/12/19 11:30,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20611,0.409,0.4706503,0.6923663,11/12/19 11:45,0.573513273,8.4347326,4.881182415,interpolated,2.331640205,0.573513273,measured
20612,0.409,0.4706503,0.6923663,11/12/19 12:00,0.573513273,8.4347326,4.881182415,interpolated,2.331640205,0.573513273,measured
20613,0.41,0.471647,0.693363,11/12/19 12:15,0.584512124,8.436726,4.88820915,interpolated,2.335364607,0.584512124,measured
20614,0.407,0.4686569,0.6903729,11/12/19 12:30,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20615,0.406,0.4676602,0.6893762,11/12/19 12:45,0.541653901,8.4287524,4.86010221,interpolated,2.320473171,0.541653901,measured
20616,0.407,0.4686569,0.6903729,11/12/19 13:00,0.552087207,8.4307458,4.867128945,interpolated,2.324194487,0.552087207,measured
20617,0.405,0.4666635,0.6883795,11/12/19 13:15,0.531403094,8.426759,4.853075475,interpolated,2.316752885,0.531403094,measured
20618,0.404,0.4656668,0.6873828,11/12/19 13:30,0.521331851,8.4247656,4.84604874,interpolated,2.313033628,0.521331851,measured
20619,0.404,0.4656668,0.6873828,11/12/19 13:45,0.521331851,8.4247656,4.84604874,interpolated,2.313033628,0.521331851,measured
20620,0.403,0.4646701,0.6863861,11/12/19 14:00,0.51143728,8.4227722,4.839022005,interpolated,2.3093154,0.51143728,measured
20621,0.401,0.4626767,0.6843927,11/12/19 14:15,0.492166798,8.4187854,4.824968535,interpolated,2.301882032,0.492166798,measured
20622,0.399,0.4606833,0.6823993,11/12/19 14:30,0.473569353,8.4147986,4.810915065,interpolated,2.294452783,0.473569353,measured
20623,0.399,0.4606833,0.6823993,11/12/19 14:45,0.473569353,8.4147986,4.810915065,interpolated,2.294452783,0.473569353,measured
20624,0.397,0.4586899,0.6804059,11/12/19 15:00,0.455623302,8.4108118,4.796861595,interpolated,2.287027654,0.455623302,measured
20625,0.395,0.4566965,0.6784125,11/12/19 15:15,0.438307639,8.406825,4.782808125,interpolated,2.279606645,0.438307639,measured
20626,0.396,0.4576932,0.6794092,11/12/19 15:30,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20627,0.396,0.4576932,0.6794092,11/12/19 15:45,0.446887961,8.4088184,4.78983486,interpolated,2.283316635,0.446887961,measured
20628,0.394,0.4556998,0.6774158,11/12/19 16:00,0.429879807,8.4048316,4.77578139,interpolated,2.275897687,0.429879807,measured
20629,0.395,0.4566965,0.6784125,11/12/19 16:15,0.438307639,8.406825,4.782808125,interpolated,2.279606645,0.438307639,measured
20630,0.392,0.4537064,0.6754224,11/12/19 16:30,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20631,0.391,0.4527097,0.6744257,11/12/19 16:45,0.405486522,8.3988514,4.754701185,interpolated,2.264776993,0.405486522,measured
20632,0.391,0.4527097,0.6744257,11/12/19 17:00,0.405486522,8.3988514,4.754701185,interpolated,2.264776993,0.405486522,measured
20633,0.391,0.4527097,0.6744257,11/12/19 17:15,0.405486522,8.3988514,4.754701185,interpolated,2.264776993,0.405486522,measured
20634,0.393,0.4547031,0.6764191,11/12/19 17:30,0.421601974,8.4028382,4.768754655,interpolated,2.272189758,0.421601974,measured
20635,0.39,0.451713,0.673429,11/12/19 17:45,0.397644104,8.396858,4.74767445,interpolated,2.261072157,0.397644104,measured
20636,0.392,0.4537064,0.6754224,11/12/19 18:00,0.413471685,8.4008448,4.76172792,interpolated,2.26848286,0.413471685,measured
20637,0.388,0.4497196,0.6714356,11/12/19 18:15,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20638,0.388,0.4497196,0.6714356,11/12/19 18:30,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20639,0.389,0.4507163,0.6724323,11/12/19 18:45,0.389942084,8.3948646,4.740647715,interpolated,2.257368352,0.389942084,measured
20640,0.387,0.4487229,0.6704389,11/12/19 19:00,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20641,0.388,0.4497196,0.6714356,11/12/19 19:15,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20642,0.386,0.4477262,0.6694422,11/12/19 19:30,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20643,0.387,0.4487229,0.6704389,11/12/19 19:45,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20644,0.387,0.4487229,0.6704389,11/12/19 20:00,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20645,0.385,0.4467295,0.6684455,11/12/19 20:15,0.360492287,8.386891,4.712540775,interpolated,2.242563442,0.360492287,measured
20646,0.387,0.4487229,0.6704389,11/12/19 20:30,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
20647,0.386,0.4477262,0.6694422,11/12/19 20:45,0.367655478,8.3888844,4.71956751,interpolated,2.246263122,0.367655478,measured
20648,0.388,0.4497196,0.6714356,11/12/19 21:00,0.382378152,8.3928712,4.73362098,interpolated,2.253665577,0.382378152,measured
20649,0.387,0.4487229,0.6704389,11/12/19 21:15,0.37495003,8.3908778,4.726594245,interpolated,2.249963834,0.37495003,measured
