Date,Time,Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
10/21/19,10:02:02,0,Miss wetland,-0.95,-2.99,57.7,0.207,72.76,23.35,86.7,97.7,97.7,11.54,0.294,0.04,85.2,-0.05,-0.18,55,4.58,0,1.187,7.56,-48.1,8.101,0.209,44.94614,-73.14745,29,6.11,0,763.3
10/21/19,10:03:02,0,Miss wetland,-1.01,-3.06,57.7,0.2,72.44,23.25,86.7,97.8,97.8,11.55,0.284,0.04,85.2,-0.16,-0.21,55,5,0,1.187,7.54,-46.9,8.1,0.194,44.94639,-73.14758,24.8,6.11,0,763.3
10/21/19,10:04:02,0,Miss wetland,-0.96,-2.99,57.7,0.198,72.28,23.2,86.7,97.6,97.7,11.54,0.282,0.04,85.2,-0.06,-0.18,55,5.11,0,1.187,7.5,-44.8,8.084,0.2,44.94657,-73.14763,27.2,6.1,0,763.4
10/21/19,10:05:02,0,Miss wetland,-1.02,-3.07,57.7,0.202,72.28,23.2,86.7,97.7,97.7,11.54,0.287,0.04,85.2,-0.1,-0.2,55,4.93,0,1.187,7.47,-42.8,8.092,0.203,44.94664,-73.14763,26.5,6.1,0,763.3
10/21/19,10:06:02,0,Miss wetland,-1,-3.05,57.8,0.194,72.12,23.15,86.9,97.7,97.7,11.54,0.276,0.04,85.4,-0.06,-0.18,56,5.14,0,1.187,7.45,-41.5,8.086,0.197,44.94705,-73.14713,26.4,6.09,0,763.5
10/21/19,10:07:02,0,Miss wetland,-1.02,-3.06,57.8,0.2,72.14,23.15,86.9,97.6,97.6,11.54,0.284,0.04,85.4,-0.06,-0.18,56,5.16,0,1.187,7.42,-40.3,8.086,0.203,44.94758,-73.14666,26.6,6.08,0,763.6
10/21/19,10:08:02,0,Miss wetland,-1.01,-3.05,57.8,0.195,72.19,23.17,86.8,97.7,97.7,11.54,0.277,0.04,85.3,-0.1,-0.2,55,5.12,0,1.187,7.41,-39.5,8.088,0.195,44.94815,-73.14633,26.9,6.08,0,763.6
10/21/19,10:09:02,0,Miss wetland,-1.03,-3.08,57.7,0.198,72.29,23.2,86.8,97.7,97.7,11.54,0.281,0.04,85.3,-0.07,-0.19,55,5.16,0,1.187,7.4,-38.9,8.098,0.193,44.94878,-73.14622,28.8,6.07,0,763.6
10/21/19,10:10:02,0,Miss wetland,-1.04,-3.09,57.8,0.202,72.28,23.2,86.8,97.7,97.7,11.54,0.287,0.04,85.3,-0.1,-0.2,55,5.23,0,1.187,7.4,-38.7,8.093,0.202,44.94937,-73.1463,27.4,6.07,0,763.6
10/21/19,10:11:02,0,Miss wetland,-1.03,-3.08,57.8,0.202,72.31,23.21,86.8,97.7,97.7,11.54,0.288,0.04,85.3,-0.11,-0.2,55,5.05,0,1.187,7.39,-38.3,8.109,0.203,44.94991,-73.14651,26.1,6.06,0,763.6
10/21/19,10:12:02,0,Miss wetland,-1.02,-3.06,57.8,0.194,72.29,23.2,86.8,97.6,97.7,11.53,0.276,0.04,85.3,-0.07,-0.19,55,5.06,0,1.187,7.39,-38.5,8.112,0.195,44.95044,-73.14682,23.9,6.05,0,763.6
10/21/19,10:13:02,0,Miss wetland,-1.04,-3.09,57.8,0.202,72.22,23.18,86.8,97.6,97.7,11.53,0.287,0.04,85.3,-0.03,-0.18,55,5.13,0,1.187,7.38,-38,8.107,0.2,44.95098,-73.14701,22.2,6.03,0,763.6
10/21/19,10:14:02,0,Miss wetland,-0.98,-3.02,57.9,0.195,72.2,23.17,86.9,97.6,97.6,11.53,0.278,0.04,85.4,-0.07,-0.19,56,5.1,0,1.187,7.37,-37.5,8.096,0.185,44.95147,-73.14656,27.5,6.02,0,763.6
10/21/19,10:15:02,0,Miss wetland,-1.06,-3.11,57.9,0.205,72.17,23.16,87,97.5,97.5,11.52,0.291,0.04,85.5,-0.05,-0.18,56,5.19,0,1.187,7.36,-36.7,8.098,0.207,44.95151,-73.14574,28.1,6.04,0,763.6
10/21/19,10:16:02,0,Miss wetland,-1.03,-3.08,57.8,0.2,72.17,23.16,86.9,97.5,97.5,11.51,0.284,0.04,85.4,-0.06,-0.19,56,5.14,0,1.187,7.36,-36.4,8.1,0.203,44.95145,-73.14483,29.3,6.04,0,763.7
10/21/19,10:17:02,0,Miss wetland,-0.96,-3,57.8,0.201,72.22,23.18,86.8,97.5,97.5,11.52,0.286,0.04,85.4,-0.11,-0.2,55,5.1,0,1.187,7.35,-36.2,8.097,0.201,44.95161,-73.14394,34.4,6.03,0,763.7
10/21/19,10:18:02,0,Miss wetland,-1.04,-3.08,57.8,0.202,72.21,23.17,86.8,97.4,97.5,11.51,0.288,0.04,85.3,-0.1,-0.2,55,5.29,0,1.187,7.35,-36,8.1,0.208,44.95192,-73.1433,30.1,6.02,0,763.8
10/21/19,10:19:02,0,Miss wetland,-1.05,-3.1,57.8,0.196,72.23,23.18,86.8,97.4,97.4,11.51,0.279,0.04,85.4,-0.05,-0.18,55,5.22,0,1.187,7.35,-36,8.097,0.19,44.95239,-73.14277,24.9,6.01,0,763.6
10/21/19,10:20:02,0,Miss wetland,-1.03,-3.08,57.8,0.2,72.19,23.17,86.8,97.4,97.5,11.51,0.285,0.04,85.3,-0.07,-0.19,55,5.13,0,1.187,7.35,-35.9,8.107,0.194,44.953,-73.14245,25.6,6.01,0,763.7
10/21/19,10:21:02,0,Miss wetland,-1.04,-3.09,57.8,0.193,72.29,23.2,86.8,97.4,97.4,11.5,0.274,0.04,85.3,-0.09,-0.19,55,5.27,0,1.187,7.35,-36,8.101,0.197,44.95364,-73.14227,31.5,6.01,0,763.7
10/21/19,10:22:02,0,Miss wetland,-1.02,-3.07,57.8,0.196,72.27,23.19,86.8,97.3,97.4,11.5,0.279,0.04,85.3,-0.13,-0.21,55,5.17,0,1.187,7.35,-35.9,8.098,0.196,44.95435,-73.14223,34.7,6,0,763.7
10/21/19,10:23:02,0,Miss wetland,-1.09,-3.14,57.8,0.199,72.24,23.18,86.7,97.3,97.3,11.49,0.282,0.04,85.3,-0.03,-0.18,55,5.07,0,1.187,7.34,-35.6,8.106,0.198,44.95497,-73.14239,31.2,6,0,763.7
10/21/19,10:24:02,0,Miss wetland,-1.04,-3.09,57.8,0.202,72.23,23.18,86.7,97.3,97.4,11.49,0.287,0.04,85.3,-0.09,-0.19,55,5.2,0,1.187,7.35,-35.8,8.107,0.2,44.95557,-73.14257,37.2,5.99,0,763.7
10/21/19,10:25:02,0,Miss wetland,-1.05,-3.1,57.7,0.2,72.26,23.19,86.7,97.3,97.3,11.49,0.285,0.04,85.3,-0.08,-0.19,55,5.1,0,1.187,7.35,-36,8.103,0.2,44.95623,-73.14256,30.4,5.99,0,763.7
10/21/19,10:26:02,0,Miss wetland,-1.06,-3.11,57.7,0.2,72.27,23.19,86.7,97.3,97.3,11.49,0.285,0.04,85.2,-0.14,-0.21,55,5.21,0,1.187,7.35,-35.9,8.105,0.202,44.95689,-73.14235,26.7,5.98,0,763.6
10/21/19,10:27:02,0,Miss wetland,-1.01,-3.05,57.7,0.199,72.27,23.19,86.7,97.3,97.3,11.49,0.283,0.04,85.2,-0.09,-0.2,55,5.14,0,1.187,7.35,-35.9,8.102,0.197,44.95742,-73.14195,24.3,5.98,0,763.6
10/21/19,10:28:02,0,Miss wetland,-1.11,-3.16,57.7,0.196,72.27,23.19,86.7,97.2,97.3,11.49,0.279,0.04,85.2,-0.13,-0.21,55,5.19,0,1.187,7.35,-35.9,8.102,0.197,44.9576,-73.14106,28,5.97,0,763.6
10/21/19,10:29:02,0,Miss wetland,-1.06,-3.11,57.7,0.202,72.28,23.2,86.6,97.2,97.3,11.48,0.287,0.04,85.2,-0.07,-0.19,55,5.09,0,1.187,7.35,-35.8,8.11,0.206,44.95779,-73.14014,35.1,5.95,0,763.6
10/21/19,10:30:01,0,Miss wetland,-1.04,-3.09,57.7,0.202,72.26,23.19,86.6,97.1,97.2,11.47,0.287,0.04,85.1,-0.05,-0.18,55,5.05,0,1.187,7.35,-35.9,8.107,0.202,44.95822,-73.13972,24.1,5.95,0,763.6
10/21/19,10:31:01,0,Miss wetland,-1.04,-3.09,57.7,0.205,72.26,23.19,86.6,97.1,97.2,11.47,0.291,0.04,85.1,-0.08,-0.19,55,5.25,0,1.187,7.35,-35.9,8.109,0.196,44.95877,-73.13928,25.9,5.95,0,763.6
10/21/19,10:32:01,0,Miss wetland,-1.01,-3.05,57.7,0.197,72.33,23.21,86.6,97.1,97.1,11.47,0.28,0.04,85.1,-0.05,-0.18,55,5.13,0,1.187,7.34,-35.8,8.104,0.2,44.95918,-73.13866,30.6,5.96,0,763.7
10/21/19,10:33:01,0,Miss wetland,-1.02,-3.07,57.6,0.201,72.3,23.2,86.6,97.1,97.2,11.47,0.285,0.04,85.1,-0.07,-0.19,55,5.25,0,1.187,7.34,-35.7,8.105,0.2,44.95947,-73.13776,33.5,5.95,0,763.7
10/21/19,10:34:01,0,Miss wetland,-0.98,-3.03,57.6,0.203,72.29,23.2,86.5,97.1,97.2,11.47,0.288,0.04,85.1,-0.12,-0.2,55,5.18,0,1.187,7.34,-35.7,8.108,0.221,44.95924,-73.13699,33.2,5.95,0,763.7
10/21/19,10:35:01,0,Miss wetland,-1.07,-3.12,57.6,0.207,72.25,23.19,86.5,97.1,97.1,11.47,0.294,0.04,85,-0.06,-0.19,55,5.34,0,1.187,7.34,-35.6,8.109,0.2,44.95893,-73.1362,29.8,5.94,0,763.7
10/21/19,10:36:01,0,Miss wetland,-1.03,-3.08,57.6,0.209,72.25,23.19,86.5,97.1,97.1,11.47,0.297,0.04,85,-0.05,-0.18,55,5.32,0,1.187,7.34,-35.7,8.108,0.209,44.95884,-73.13541,28.4,5.93,0,763.7
10/21/19,10:37:01,0,Miss wetland,-0.99,-3.04,57.6,0.201,72.28,23.2,86.5,97.1,97.1,11.47,0.285,0.04,85,-0.06,-0.19,55,5.2,0,1.187,7.34,-35.6,8.113,0.202,44.9593,-73.13481,28,5.93,0,763.7
10/21/19,10:38:01,0,Miss wetland,-1.01,-3.05,57.6,0.202,72.25,23.19,86.5,97.1,97.1,11.46,0.287,0.04,85,-0.1,-0.2,55,5.19,0,1.187,7.34,-35.6,8.11,0.204,44.95988,-73.13456,23.5,5.93,0,763.9
10/21/19,10:39:01,0,Miss wetland,-1.04,-3.09,57.6,0.204,72.22,23.18,86.4,97.1,97.1,11.46,0.29,0.04,85,-0.09,-0.19,55,5.23,0,1.187,7.34,-35.5,8.115,0.208,44.96051,-73.13432,21.5,5.93,0,763.8
10/21/19,10:40:01,0,Miss wetland,-1.02,-3.07,57.5,0.204,72.26,23.19,86.4,97.1,97.1,11.46,0.29,0.04,84.9,-0.09,-0.19,55,5.28,0,1.187,7.34,-35.6,8.114,0.207,44.96105,-73.1338,25.4,5.92,0,763.7
10/21/19,10:41:01,0,Miss wetland,-1.04,-3.09,57.5,0.206,72.23,23.18,86.4,97,97.1,11.46,0.293,0.04,84.9,-0.12,-0.2,55,5.18,0,1.187,7.34,-35.5,8.116,0.207,44.96143,-73.13313,28.4,5.91,0,763.7
10/21/19,10:42:01,0,Miss wetland,-1.05,-3.1,57.5,0.197,72.18,23.16,86.3,97,97.1,11.46,0.28,0.04,84.8,-0.11,-0.2,55,5.18,0,1.187,7.34,-35.5,8.124,0.173,44.9618,-73.13245,31.2,5.91,0,763.7
10/21/19,10:43:01,0,Miss wetland,-1.05,-3.09,57.5,0.201,72.25,23.19,86.3,97,97,11.46,0.286,0.04,84.9,-0.09,-0.19,55,5.2,0,1.187,7.34,-35.7,8.119,0.195,44.96218,-73.13184,24.3,5.89,0,763.6
10/21/19,10:44:01,0,Miss wetland,-1.06,-3.11,57.5,0.202,72.19,23.17,86.3,97.1,97.1,11.46,0.287,0.04,84.9,-0.06,-0.19,55,5.28,0,1.187,7.34,-35.5,8.128,0.198,44.9627,-73.1314,21.3,5.89,0,763.7
10/21/19,10:45:01,0,Miss wetland,-1.08,-3.14,57.5,0.202,72.25,23.19,86.3,97,97.1,11.45,0.287,0.04,84.8,-0.13,-0.2,55,5.35,0,1.187,7.34,-35.5,8.12,0.2,44.96336,-73.13145,28.3,5.9,0,763.7
10/21/19,10:46:01,0,Miss wetland,-1.09,-3.14,57.4,0.203,72.26,23.19,86.2,97,97,11.45,0.288,0.04,84.8,-0.1,-0.2,55,5.11,0,1.187,7.34,-35.5,8.123,0.194,44.9639,-73.13189,28.6,5.89,0,763.6
10/21/19,10:47:01,0,Miss wetland,-1.1,-3.16,57.4,0.199,72.26,23.19,86.2,97,97,11.45,0.283,0.04,84.8,-0.07,-0.19,55,5.25,0,1.187,7.34,-35.6,8.12,0.198,44.96445,-73.13226,29.2,5.9,0,763.7
10/21/19,10:48:01,0,Miss wetland,-0.98,-3.03,57.4,0.196,72.27,23.19,86.2,97,97,11.45,0.278,0.04,84.7,-0.08,-0.19,55,5.31,0,1.187,7.34,-35.5,8.124,0.2,44.96511,-73.13219,25.6,5.88,0,763.6
10/21/19,10:49:01,0,Miss wetland,-1.04,-3.09,57.4,0.202,71.94,23.09,86.1,97,97,11.44,0.287,0.04,84.7,-0.08,-0.19,55,5.32,0,1.187,7.34,-35.6,8.141,0.204,44.96553,-73.13171,26.7,5.88,0,763.6
10/21/19,10:50:01,0,Miss wetland,-1.03,-3.08,57.4,0.201,72.09,23.13,86.1,96.9,96.9,11.44,0.285,0.04,84.6,-0.09,-0.19,55,5.28,0,1.187,7.35,-36.1,8.141,0.203,44.96595,-73.13132,21.9,5.88,0,763.7
10/21/19,10:51:01,0,Miss wetland,-1.06,-3.11,57.4,0.199,72.23,23.18,86.1,97,97,11.45,0.283,0.04,84.6,-0.14,-0.21,55,5.3,0,1.187,7.35,-36.4,8.123,0.199,44.96646,-73.13081,22.5,5.88,0,763.7
10/21/19,10:52:01,0,Miss wetland,-1.09,-3.15,57.3,0.204,72.26,23.19,86.1,96.9,97,11.44,0.29,0.04,84.6,-0.12,-0.2,55,5.19,0,1.187,7.35,-36.1,8.127,0.208,44.96695,-73.13022,25,5.87,0,763.7
10/21/19,10:53:01,0,Miss wetland,-1.05,-3.1,57.3,0.202,72.22,23.18,86.1,97,97,11.45,0.287,0.04,84.6,-0.1,-0.2,55,5.27,0,1.187,7.35,-35.9,8.128,0.196,44.96751,-73.12988,24.9,5.86,0,763.6
10/21/19,10:54:01,0,Miss wetland,-1.02,-3.07,57.4,0.197,72.19,23.17,86.1,97,97,11.45,0.28,0.04,84.6,-0.09,-0.19,55,5.21,0,1.187,7.35,-36.1,8.14,0.198,44.96814,-73.12954,26.8,5.87,0,763.6
10/21/19,10:55:01,0,Miss wetland,-1.05,-3.1,57.3,0.202,72.19,23.17,86,97,97,11.45,0.287,0.04,84.6,-0.06,-0.19,55,5.2,0,1.187,7.35,-36.1,8.145,0.197,44.96873,-73.12932,26.3,5.86,0,763.6
10/21/19,10:56:01,0,Miss wetland,-1,-3.05,57.3,0.201,72.11,23.14,86,97,97,11.44,0.286,0.04,84.6,-0.1,-0.2,55,5.3,0,1.187,7.36,-36.5,8.144,0.194,44.96936,-73.12922,27.7,5.86,0,763.7
10/21/19,10:57:01,0,Miss wetland,-1.05,-3.1,57.4,0.197,71.97,23.09,86.2,96.8,96.8,11.42,0.28,0.04,84.7,-0.09,-0.19,55,5.33,0,1.187,7.35,-36,8.155,0.199,44.96999,-73.12923,26.6,5.84,0,763.6
10/21/19,10:58:01,0,Miss wetland,-1.05,-3.1,57.4,0.202,71.98,23.1,86.1,96.9,96.9,11.43,0.288,0.04,84.6,-0.07,-0.19,55,5.32,0,1.187,7.35,-36.2,8.158,0.202,44.97058,-73.1294,27.7,5.83,0,763.6
10/21/19,10:59:01,0,Miss wetland,-1.11,-3.17,57.5,0.204,72.18,23.16,86.3,96.9,96.9,11.43,0.291,0.04,84.8,-0.08,-0.19,55,5.18,0,1.187,7.35,-36.3,8.156,0.204,44.97108,-73.12986,26.7,5.85,0,763.6
10/21/19,11:00:01,0,Miss wetland,-1.02,-3.07,57.4,0.199,72.12,23.15,86,96.9,96.9,11.43,0.283,0.04,84.6,-0.04,-0.18,55,5.43,0,1.187,7.35,-36.2,8.153,0.198,44.97155,-73.13034,25.5,5.83,0,763.6
10/21/19,11:01:01,0,Miss wetland,-1.05,-3.1,57.7,0.196,72.48,23.26,86.6,96.9,96.9,11.42,0.279,0.04,85.1,-0.04,-0.18,55,5.16,0,1.187,7.35,-36,8.161,0.19,44.97203,-73.1309,25.9,5.84,0,763.7
10/21/19,11:02:01,0,Miss wetland,-1.08,-3.14,57.4,0.196,72.1,23.14,86.1,96.9,96.9,11.42,0.278,0.04,84.6,-0.09,-0.2,55,5.24,0,1.187,7.35,-35.9,8.177,0.197,44.9725,-73.13139,38.1,5.84,0,763.6
10/21/19,11:03:01,0,Miss wetland,-1,-3.04,58.3,0.201,72.98,23.42,87.4,96.7,96.7,11.4,0.285,0.04,85.9,-0.15,-0.21,56,5.32,0,1.187,7.34,-35.7,8.163,0.196,44.97322,-73.13133,28.2,5.83,0,763.6
