Date,Time,Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
8/14/19,9:45:02,Miss wetland,0.12,-1.81,133.6,0.104,34.48,10.92,138.1,92.2,93.3,7.84,0.147,0.06,137.7,-0.06,-0.19,89,2,0,1.185,7.71,-51.8,23.43,0.06,44.94614,-73.14784,32,5.52,0,757.1
8/14/19,9:46:02,Miss wetland,0.19,-1.72,133.6,0.089,34.5,10.93,138.1,92.1,93.3,7.84,0.127,0.06,137.7,-0.13,-0.21,90,1.99,0,1.185,7.71,-51.6,23.441,0.045,44.94613,-73.14783,24.3,5.51,0,757.3
8/14/19,9:47:02,Miss wetland,0.17,-1.74,133.6,0.073,34.43,10.9,138.1,92.4,93.5,7.86,0.104,0.06,137.7,0,-0.17,89,1.91,0,1.185,7.69,-50.4,23.451,0.03,44.94616,-73.14787,27.7,5.48,0,757.2
8/14/19,9:48:02,Miss wetland,0.23,-1.68,133.7,0.085,33.97,10.75,138,94.4,95.5,8.02,0.12,0.06,137.6,0.06,-0.15,89,4.36,0,1.185,7.71,-51.9,23.505,0.014,44.94615,-73.14788,30.5,5.48,0,757.3
8/14/19,9:49:02,Miss wetland,0.17,-1.75,133.5,0.078,34.44,10.91,138,93,94.1,7.91,0.111,0.06,137.6,-0.07,-0.19,89,2.14,0,1.185,7.72,-52.6,23.433,0.027,44.94621,-73.14778,27,5.48,0,757.3
8/14/19,9:50:02,Miss wetland,0.09,-1.83,133.2,0.044,34.4,10.89,137.6,92.2,93.3,7.84,0.063,0.06,137.2,-0.11,-0.2,89,2.38,0,1.185,7.71,-51.7,23.459,-0.023,44.94628,-73.14771,29.2,5.46,0,757.3
8/14/19,9:51:02,Miss wetland,0.14,-1.78,133.3,0.036,34.46,10.91,137.7,92.3,93.4,7.84,0.051,0.06,137.3,-0.07,-0.19,89,1.98,0,1.185,7.7,-51.4,23.472,-0.006,44.94632,-73.14767,30.9,5.47,0,757.1
8/14/19,9:52:02,Miss wetland,0.03,-1.9,133.2,0.032,34.65,10.97,137.9,92.5,93.6,7.87,0.045,0.06,137.4,-0.08,-0.19,89,2.08,0,1.185,7.7,-51.4,23.398,-0.016,44.94656,-73.14746,31.4,5.44,0,757.3
8/14/19,9:53:02,Miss wetland,0.05,-1.88,133.8,0.037,34.81,11.03,138.6,91.8,92.9,7.82,0.053,0.06,138.2,-0.08,-0.19,90,2.19,0,1.185,7.69,-50.7,23.348,-0.013,44.94712,-73.14706,27.9,5.42,0,757.3
8/14/19,9:54:02,Miss wetland,0,-1.94,133.7,0.042,34.63,10.97,138.4,91.6,92.7,7.79,0.06,0.06,138,-0.07,-0.19,90,2.21,0,1.185,7.69,-50.4,23.384,0.001,44.94785,-73.14658,29.3,5.46,0,757.3
8/14/19,9:55:02,Miss wetland,0.03,-1.9,133.5,0.054,34.47,10.92,138.3,91.9,93,7.83,0.076,0.06,137.8,-0.04,-0.18,90,2.24,0,1.185,7.69,-50.7,23.37,-0.021,44.94837,-73.14639,29.5,5.45,0,757.3
8/14/19,9:56:02,Miss wetland,0.03,-1.9,133.6,0.038,34.5,10.93,138.3,92.3,93.4,7.86,0.053,0.06,137.9,-0.1,-0.2,90,2.12,0,1.185,7.7,-51.2,23.374,-0.007,44.94895,-73.14632,28.7,5.44,0,757.3
8/14/19,9:57:02,Miss wetland,0.04,-1.89,133.7,0.032,34.45,10.91,138.5,91.6,92.7,7.81,0.046,0.06,138.1,-0.08,-0.19,90,2.05,0,1.185,7.68,-50.3,23.355,-0.029,44.94965,-73.14641,28.4,5.45,0,757.3
8/14/19,9:58:02,Miss wetland,0.02,-1.91,134,0.039,34.37,10.88,138.7,91.3,92.3,7.77,0.055,0.06,138.3,-0.12,-0.2,90,2.19,0,1.185,7.68,-50,23.38,-0.024,44.95025,-73.14664,29.1,5.44,0,757.3
8/14/19,9:59:02,Miss wetland,-0.04,-1.98,134,0.042,34.32,10.87,138.7,90.5,91.6,7.71,0.06,0.06,138.3,0.01,-0.17,90,2.16,0,1.185,7.66,-48.8,23.372,-0.01,44.95084,-73.14688,28.5,5.44,0,757.3
8/14/19,10:00:02,Miss wetland,0.07,-1.85,133.9,0.048,34.5,10.93,138.7,90.3,91.4,7.69,0.068,0.06,138.3,-0.06,-0.19,90,2.29,0,1.185,7.66,-48.8,23.362,-0.001,44.95133,-73.14666,29.5,5.44,0,757.3
8/14/19,10:01:02,Miss wetland,0.06,-1.87,133.8,0.036,34.6,10.96,138.6,89.8,90.9,7.65,0.051,0.06,138.2,-0.18,-0.22,90,2.51,0,1.185,7.65,-48.2,23.34,-0.001,44.95154,-73.14589,32.4,5.41,0,757.3
8/14/19,10:02:02,Miss wetland,0.08,-1.84,134,0.04,34.34,10.87,138.7,91,92.1,7.75,0.057,0.06,138.3,-0.02,-0.17,90,2.78,0,1.185,7.67,-49.4,23.391,-0.001,44.95152,-73.145,42.8,5.41,0,757.3
8/14/19,10:03:02,Miss wetland,0.08,-1.84,133.9,0.046,34.49,10.92,138.7,89.6,90.7,7.63,0.066,0.06,138.2,-0.02,-0.17,90,2.68,0,1.185,7.64,-47.7,23.37,-0.016,44.95152,-73.14423,42.8,5.43,0,757.3
8/14/19,10:04:02,Miss wetland,0.12,-1.8,134.3,0.04,34.46,10.91,139,88.9,89.9,7.57,0.056,0.06,138.6,-0.02,-0.17,90,2.87,0,1.185,7.61,-46,23.377,-0.007,44.95177,-73.14346,34.4,5.42,0,757.3
8/14/19,10:05:02,Miss wetland,0.16,-1.75,134.4,0.034,34.47,10.92,139.1,89.1,90.1,7.58,0.049,0.06,138.6,-0.04,-0.18,90,3.03,0,1.185,7.61,-46.2,23.385,-0.008,44.95221,-73.14293,32.7,5.42,0,757.3
8/14/19,10:06:02,Miss wetland,0.17,-1.75,134.6,0.04,34.45,10.91,139.2,89.2,90.2,7.59,0.056,0.06,138.8,-0.03,-0.18,90,3.08,0,1.185,7.61,-46.2,23.412,-0.013,44.95273,-73.14259,33.4,5.42,0,757.3
8/14/19,10:07:02,Miss wetland,-0.02,-1.96,134.9,0.036,34.37,10.88,139.4,89.3,90.4,7.6,0.051,0.06,139,-0.06,-0.19,90,3.14,0,1.185,7.61,-46.1,23.438,0.023,44.95336,-73.14238,28.3,5.41,0,757.3
8/14/19,10:08:02,Miss wetland,-0.05,-1.99,135.2,0.056,34.37,10.88,139.7,89.3,90.4,7.59,0.08,0.06,139.3,-0.12,-0.2,91,3.41,0,1.185,7.61,-45.8,23.481,0.004,44.95396,-73.14227,26.6,5.42,0,757.3
8/14/19,10:09:02,Miss wetland,0.06,-1.87,135.6,0.042,34.39,10.89,140,91.2,92.3,7.75,0.06,0.06,139.6,0.01,-0.17,91,3.16,0,1.185,7.63,-47,23.504,-0.006,44.95452,-73.14226,31.9,5.42,0,757.3
8/14/19,10:10:02,Miss wetland,-0.08,-2.02,135.5,0.042,34.47,10.92,140,89.5,90.6,7.61,0.059,0.06,139.5,-0.08,-0.19,91,3.02,0,1.185,7.61,-45.8,23.477,-0.001,44.95512,-73.14238,35,5.4,0,757.3
8/14/19,10:11:02,Miss wetland,-0.06,-2,135.6,0.037,34.35,10.88,140,89.3,90.4,7.59,0.053,0.07,139.6,-0.1,-0.2,91,2.88,0,1.185,7.6,-45.5,23.488,-0.005,44.9557,-73.14245,32.8,5.39,0,757.4
8/14/19,10:12:02,Miss wetland,0.12,-1.8,135.4,0.038,34.63,10.97,140.1,89.1,90.1,7.58,0.053,0.07,139.6,-0.02,-0.17,91,3.02,0,1.185,7.6,-45.5,23.429,-0.01,44.9563,-73.14243,31.3,5.41,0,757.3
8/14/19,10:13:02,Miss wetland,0.12,-1.8,135.5,0.034,34.67,10.98,140.1,89,90.1,7.57,0.048,0.07,139.7,-0.04,-0.18,91,3.05,0,1.185,7.6,-45.5,23.43,-0.013,44.9569,-73.14226,32.6,5.41,0,757.3
8/14/19,10:14:02,Miss wetland,0.14,-1.78,135.6,0.037,34.8,11.02,140.1,88.9,90,7.56,0.052,0.07,139.7,-0.05,-0.18,91,3.12,0,1.185,7.61,-45.7,23.443,-0.005,44.95739,-73.1418,31.9,5.4,0,757.2
8/14/19,10:15:02,Miss wetland,-0.05,-1.98,135.7,0.038,34.6,10.96,140.1,88.9,90,7.56,0.053,0.07,139.7,-0.08,-0.19,91,2.95,0,1.185,7.6,-45.5,23.471,-0.005,44.95757,-73.14101,33.5,5.4,0,757.1
8/14/19,10:16:02,Miss wetland,0.02,-1.91,135.6,0.043,34.45,10.91,140.2,88.9,90,7.56,0.061,0.07,139.7,-0.05,-0.18,91,3,0,1.185,7.61,-45.7,23.431,-0.007,44.95769,-73.14019,31.9,5.4,0,757.3
8/14/19,10:17:02,Miss wetland,0.01,-1.92,136.3,0.04,34.87,11.05,140.9,88.6,89.6,7.53,0.057,0.07,140.4,-0.02,-0.17,91,2.99,0,1.185,7.58,-44.4,23.458,-0.003,44.9581,-73.13976,34.3,5.4,0,757.3
8/14/19,10:18:02,Miss wetland,-0.01,-1.95,136.5,0.042,34.75,11.01,141,88.5,89.6,7.53,0.06,0.07,140.6,-0.07,-0.19,91,3.11,0,1.185,7.57,-43.5,23.463,-0.006,44.9586,-73.13937,28.2,5.4,0,757.3
8/14/19,10:19:02,Miss wetland,0.05,-1.88,136.5,0.042,34.62,10.96,140.8,89.4,90.5,7.59,0.059,0.07,140.4,-0.07,-0.19,91,3.04,0,1.185,7.59,-44.8,23.537,-0.005,44.959,-73.13882,32.4,5.37,0,757.4
8/14/19,10:20:02,Miss wetland,-0.08,-2.02,136.5,0.034,34.63,10.97,140.7,89.2,90.3,7.57,0.048,0.07,140.4,-0.07,-0.19,91,3.06,0,1.185,7.6,-45.3,23.549,-0.01,44.95935,-73.13811,36,5.4,0,757.3
8/14/19,10:21:02,Miss wetland,0.04,-1.89,136.3,0.04,34.64,10.97,140.8,89,90,7.56,0.056,0.07,140.3,-0.02,-0.17,91,3.1,0,1.185,7.6,-45.5,23.486,-0.009,44.95924,-73.13737,34.5,5.4,0,757.3
8/14/19,10:22:02,Miss wetland,0.03,-1.9,136.6,0.046,34.46,10.91,140.8,89.4,90.5,7.58,0.065,0.07,140.4,-0.07,-0.19,91,3.01,0,1.185,7.6,-45.4,23.577,0.001,44.95903,-73.13676,32.7,5.38,0,757.4
8/14/19,10:23:02,Miss wetland,0.06,-1.87,136.7,0.043,34.49,10.92,140.9,89.3,90.4,7.58,0.061,0.07,140.5,-0.12,-0.2,91,2.96,0,1.185,7.6,-45.5,23.575,0.001,44.95873,-73.13613,29.6,5.39,0,757.3
8/14/19,10:24:02,Miss wetland,0.22,-1.69,136.6,0.042,34.78,11.02,141,89.3,90.3,7.58,0.06,0.07,140.6,-0.09,-0.19,91,2.91,0,1.185,7.6,-45.4,23.538,-0.008,44.9588,-73.13539,32.4,5.39,0,757.3
8/14/19,10:25:02,Miss wetland,0.01,-1.92,137.2,0.034,34.59,10.95,141.2,89.5,90.5,7.58,0.049,0.07,140.9,0,-0.17,92,2.97,0,1.185,7.6,-45.6,23.627,-0.014,44.95926,-73.13486,33.1,5.38,0,757.3
8/14/19,10:26:02,Miss wetland,0.24,-1.66,137,0.041,34.77,11.01,141.2,89.4,90.5,7.59,0.058,0.07,140.8,-0.08,-0.19,92,3.13,0,1.185,7.6,-45.4,23.559,-0.011,44.95979,-73.13454,30.2,5.38,0,757.3
8/14/19,10:27:02,Miss wetland,-0.01,-1.94,137.2,0.044,34.48,10.92,141.3,89.8,90.9,7.61,0.062,0.07,141,-0.15,-0.21,92,2.99,0,1.185,7.61,-45.9,23.617,-0.002,44.96037,-73.13436,29.8,5.38,0,757.3
8/14/19,10:28:02,Miss wetland,-0.13,-2.07,137.6,0.043,34.33,10.87,141.5,90,91.1,7.62,0.062,0.07,141.2,0.02,-0.16,92,3.28,0,1.185,7.6,-45.6,23.684,-0.008,44.96087,-73.13403,29.9,5.35,0,757.3
8/14/19,10:29:02,Miss wetland,-0.01,-1.95,137.6,0.057,34.54,10.94,141.6,90.3,91.3,7.64,0.08,0.07,141.2,-0.06,-0.19,92,3.46,0,1.185,7.62,-46.3,23.662,-0.009,44.96125,-73.13345,34.4,5.38,0,757.3
8/14/19,10:30:02,Miss wetland,-0.08,-2.02,137.7,0.044,34.42,10.9,141.6,90.8,91.9,7.68,0.062,0.07,141.3,-0.07,-0.19,92,3.36,0,1.185,7.62,-46.6,23.695,0,44.96159,-73.13281,32.2,5.38,0,757.3
